id,type,title,director,cast,country,date_added,release_year,rating,duration_int,duration_type,listed_in,description,score
hs1,Movie,Ricky Velez: Here's Everything,,,,2021-10-24,2021,TV-MA,,,"Comedy, Stand Up",​comedian ricky velez bares it all with his honest lens and down to earth perspective in his first-ever hbo stand-up special.,48
hs2,Movie,Silent Night,,,,2021-10-23,2020,G,94,min,"Crime, Drama, Thriller","mark, a low end south london hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by alan, his former cellmate, to do one final job.",8
hs3,Movie,The Marksman,,,,2021-10-23,2021,PG-13,108,min,"Action, Thriller",a hardened arizona rancher tries to protect an 11-year-old migrant boy fleeing from a ruthless drug cartel.,8
hs4,Movie,Gaia,,,,2021-10-22,2021,R,97,min,Horror,a forest ranger and two survivalists with a cultish devotion to the forest face the threat of an unrelenting wilderness when a strange being attacks one night.,33
hs5,Movie,Settlers,,,,2021-10-22,2021,G,104,min,"Science Fiction, Thriller",mankind's earliest settlers on the martian frontier do what they must to survive the cosmic elements and each other in this science-fiction thrill ride.,24
hs6,TV Show,The Halloween Candy Magic Pet,,,,2021-10-22,2021,G,1,Season,"Family, Kids","join mila and morphle on a mystery-filled halloween adventure! jam packed with morphs, costumes, twists turns and spooky morphing fun. this 22-minute halloween special will be a kooky, spooky ride! we meet new magic pet candyray who can turn anything or anyone into candy! we also meet felipe at the farm, who joins our heroes on their crazy adventure in his corn maze. there's a race against time to decorate the magic pet center in time for the halloweenist house contest, but with orphle and the bandits getting in their way...it won't be easy. perhaps candyray holds the key!",45
hs7,Movie,The Evil Next Door,,,,2021-10-21,2020,G,88,min,"Horror, Thriller","new to her role as a stepmom, a young woman moves into a duplex with her partner and his five-year-old son lucas. soon, strange noises start coming from the empty house adjoining theirs. also, who is lucas’s new friend?",37
hs8,TV Show,The Next Thing You Eat,,,,2021-10-21,2021,G,1,Season,"Cooking & Food, Documentaries, Lifestyle & Culture","with the unique insights and experience of ugly delicious creators morgan neville and david chang take a tangy look at food and our relationship to it past, present and future. why do we eat what we eat and are we missing something better? what will we be eating in the future and why?",76
hs9,TV Show,Queens,,,,2021-10-20,2021,TV-14,1,Season,"Drama, Music",four women in their 40s reunite for a chance to recapture their fame and regain the swagger they had as legends in the 1990s hip-hop world.,57
hs10,TV Show,The Bachelorette,,,United States,2021-10-20,2003,TV-14,3,Season,"Reality, Romance","abc's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.",79
hs11,TV Show,The Real Queens of Hip-Hop: The Women Who Changed the Game,,,,2021-10-19,2021,G,1,Season,"Music, News",the abc news special explores the inspiring rise of women in hip-hop and is narrated by cheryl “salt” james of salt-n-pepa.,28
hs12,Movie,Dream Horse,,,,2021-10-18,2020,PG,113,min,"Comedy, Drama",the film tells the inspiring true story of a small town bartender who decides to breed a racehorse. the community chips in their small earnings and the investment pays off as he becomes a beacon of hope in their struggling town.,34
hs13,Movie,Out of the Shadows: The Man Behind the Steele Dossier,,,,2021-10-18,2021,G,,,News,george stephanopoulos sits down with former mi6 spy christopher steele for a worldwide exclusive interview; marking his first interview since the publication of the series of intelligence reports now known as the steele dossier.,95
hs14,TV Show,Wakefield,,,,2021-10-18,2021,G,1,Season,"Drama, Mystery","with a gift for soothing the afflicted and reaching the unreachable, brilliant psychiatric nurse nik katira is the most stable person at wakefield mental health unit in the picturesque blue mountains of australia. but as his own sanity suddenly starts to slip, he finds himself questioning the line between reality and madness.",40
hs15,TV Show,Home Sweet Home,,,,2021-10-16,2021,TV-PG,1,Season,Reality,"real families of different backgrounds experience a new way of life when they trade homes, stepping out of their comfort zones to discover each other's similarities and celebrate their differences, created by executive producer ava duvernay.",100
hs16,Movie,Showtime Championship Boxing: Lopez vs. Salido (R),,,,2021-10-16,2011,G,,,Sports,juan manuel lopez vs. orlando salido for the wbo featherweight title.,100
hs17,TV Show,Showtime Championship Boxing: Wilder vs. Molina,,,,2021-10-16,2015,TV-14,1,Season,Sports,champion deontay wilder vs. eric molina. live from the bartow arena.,25
hs18,TV Show,America's Book of Secrets,,,United States,2021-10-15,2012,TV-14,1,Season,"Documentaries, History","america's story can be told in many ways. while much of the history of our country is well documented and widely available, there is another deeper history one that has been shrouded in secrecy and hidden from public view; these are the stories we will reveal.",32
hs19,TV Show,Beyond Oak Island,,,,2021-10-15,2020,TV-PG,1,Season,"History, Reality","from pirates such as blackbeard and outlaws like jesse james, to aztec gold, priceless historical artifacts from american history and sunken treasure ships, “beyond oak island” digs deep into the many treasure quests across the globe.",44
hs20,TV Show,Beyond Scared Straight,,,United States,2021-10-15,2011,TV-14,6,Season,"Documentaries, Reality, Teen","beyond scared straight profiles the new approach to keeping today's teens from becoming tomorrow's prisoners. the power of the original scared straight! program has inspired dozens of inmate-run intervention programs in men's and women's prisons across the country. these youthful offender programs put boys and girls of all ethnicities and backgrounds, ranging in age from 11-18, into intensive one-day in-prison sessions that show them the realities of life behind bars.",58
hs21,Movie,Cheer Camp Killer,,,,2021-10-15,2020,TV-14,87,min,Thriller,"camp queen bee victoria does not take kindly to a newcomer like sophia taking her spotlight, so she launches a dangerous plan to get her rival out of the way.",39
hs22,TV Show,Hoarders,,,United States,2021-10-15,2009,TV-PG,7,Season,"Health & Wellness, Lifestyle & Culture, Reality",each 60-minute episode of hoarders is a fascinating look inside the lives of two different people whose inability to part with their belongings is so out of control that they are on the verge of a personal crisis.,94
hs23,TV Show,Little Women: Atlanta,,,United States,2021-10-15,2016,TV-14,2,Season,"Black Stories, Reality","in little women: atlanta, the little ladies turn it up wherever they go out, especially with club promoter emily leading the charge. there is no shortage of drama within this circle of friends as they face the daily challenges that come with being a little person.",14
hs24,TV Show,Marrying Millions,,,,2021-10-15,2019,TV-14,2,Season,"Documentaries, Reality, Romance","marrying millions follows six couples who are deeply in love and hoping to marry, but come from completely different worlds. regular people are whisked off their feet and plunged into a high-end life of riches",86
hs25,TV Show,Nightwatch,,,United States,2021-10-15,2015,TV-14,4,Season,"Documentaries, Drama, Mystery","""nightwatch"" follows the dangerous stretch of time (between 9pm until 3am) when emergency responders deal with the busiest shift of the day and the most unnerving cases.",75
hs26,TV Show,Seven Year Switch,,,,2021-10-15,2017,TV-14,1,Season,Reality,"in seven year switch, four couples at a crossroads in their relationship get a chance to live with a stranger for two weeks in an experimental marriage.",76
hs27,Movie,Sleepwalker,,,,2021-10-15,2017,TV-14,88,min,Thriller,a graduate student plagued by bouts of sleepwalking begins to have trouble differentiating between her dreams and reality.,43
hs28,TV Show,Swamp People,,,United States,2021-10-15,2010,TV-PG,3,Season,"Documentaries, Reality","deep in the heart of louisiana lies america's largest swamp – a million miles of inhospitable bayous, marshes and wetlands where nature rules and humans struggle to tame it.",93
hs29,TV Show,Unsolved,,,,2021-10-15,2019,G,2,Season,"Documentaries, News","more than 750 people are missing from houston and the surrounding towns of the major texas city. among the missing are mothers written off by police as runaways. they are hardworking couples who have been targeted. and they are upstanding members of their community who simply slowed down to give someone a ride. some have been found, their bodies dumped in the infamous texas killing fields. others have vanished and their cases gone cold. a year turns into five years, turns into a decade and it gets harder and harder for investigators to generate new leads. but, detectives quietly keep working. they work for the women whose stories are forgotten. they work for the families ripped apart by seemingly random attacks. dna is tested as evidence, sketches are drawn of the missing, surveillance video of a suspect is circulated among media in hopes of closing a case. but when the missing go unreported, victims faces have long since faded from the headlines and even the best video can't identify a murderer, do their cases go unsolved forever?",86
hs30,TV Show,Acapulco Shore,,,,2021-10-14,2014,TV-14,3,Season,"Latino, Reality","a group of young mexicans live together and share fun, drama and a lot of alcohol.",31
hs31,TV Show,Catfish México,,,,2021-10-14,2018,G,1,Season,"Latino, Reality","porque sabemos que no es fácil encontrar el amor verdadero en este mundo digital, mtv catfish llega a méxico para salvarte de las mentiras. todos nos merecemos saber quién está detrás de ese perfil falso.",89
hs32,Movie,Censor,,,,2021-10-14,2021,G,84,min,Horror,a film censor is assigned to review a disturbing film that recalls her childhood memories. she begins to unravel how this eerie work might be tied to the long-ago disappearance of her sister.,76
hs33,TV Show,Dani Who?,,,,2021-10-14,2019,G,1,Season,"Latino, Mystery, Science Fiction",a girl disappears in the town of san gregorio and a group of teenagers decide to investigate what happened.,93
hs34,TV Show,La Culpa es de Cortés,,,,2021-10-14,2017,G,4,Season,"Comedy, Latino","cinco reconocidos comediantes mexicanos, de distintas regiones del país, se juntan para comentar de manera ácida y divertida las costumbres y tradiciones de méxico.",88
hs35,Movie,Out of Death,,,,2021-10-14,2021,NOT RATED,95,min,Thriller,"when shannon (jaime king) sets out on a hike to spread her deceased father’s ashes, she witnesses a corrupt sheriff’s deputy, billie (lala kent) brutally murder a drug dealer. having seen shannon witness the murder, billie and her cohorts set off to permanently silence shannon. on the run from the dirty cops, shannon stumbles into and recruits the help of a retired cop, jack harris (bruce willis).",67
hs36,TV Show,The Real Housewives of Orange County,,,United States,2021-10-14,2006,TV-14,15,Season,Reality,"the o.c. ladies are back as the series goes behind the gates for a voyeuristic look at the scandalous truths, mending friendships, rocky marriages, sizzling romances, and ever-changing loyalties inside the wealthy southern california suburb.",55
hs37,TV Show,Why Not Us,,,,2021-10-14,2021,G,2,Season,"Documentaries, Sports","all-access to the north carolina central university men's basketball program, which looks to become the first hbcu to reach the sweet 16.",97
hs38,Movie,BELLATOR MMA: Kongo vs. Johnson 2,,,,2021-10-13,2020,G,,,Sports,cheick kongo vs. tim johnson battle in a historic classic from october 2020,93
hs39,Movie,CHIPS,,,,2021-10-13,2017,R,101,min,"Action, Adventure, Comedy",ponch and jon are together again in this hilarious update of the popular tv series that follows a mismatched pair of motorcycle cops.,97
hs40,TV Show,Dopesick,,,,2021-10-13,2021,TV-MA,1,Season,Drama,"from executive producer danny strong and starring and executive produced by michael keaton, “dopesick” examines how one company triggered the worst drug epidemic in american history. the series takes viewers to the epicenter of america’s struggle with opioid addiction, from the boardrooms of big pharma, to a distressed virginia mining community, to the hallways of the dea. defying all the odds, heroes will emerge in an intense and thrilling ride to take down the craven corporate forces behind this national crisis and their allies. the limited series is inspired by the new york times bestselling book by beth macy.",12
hs41,Movie,In the Crease,,,,2021-10-13,2020,G,,,Sports,post-game analysis and highlight show airing each night throughout the nhl season from barry melrose and linda cohn.,35
hs42,TV Show,"Champaign, Ill",,,,2021-10-12,2018,G,1,Season,Comedy,"after the death of their best friend, a wildly famous rap icon, alf and ronnie lose their lavish lifestyle and are forced to return home to champaign, illinois. in order to get back what the",92
hs43,Movie,The Loneliest Whale: The Search for 52,,,,2021-10-12,2021,PG,97,min,Documentaries,"a cinematic quest to find the “52 hertz whale.” as the film embarks on its engrossing journey, we uncover what this whale’s lonely plight teaches us not only about our relationship to the ocean, but to each other.",34
hs44,Movie,Gunda,,,,2021-10-11,2020,G,93,min,Documentaries,"experiential cinema in its purest form, gunda is a transcendent and masterfully intimate chronicle of a mother pig, a flock of chickens, and a herd of cows.",73
hs45,TV Show,Buried,,,,2021-10-10,2021,TV-MA,1,Season,"Crime, Documentaries","in january 1989, in a flash eileen franklin recalled being eight years old and witnessing the rape and murder of her best friend, susan nason. she also remembered the identity of the murderer ? it was eileen?s own father, george franklin. the ensuing trial was the first criminal case based on a repressed memory, and it raised questions and issues that continue to challenge the reliability of memory and of criminal testimony to this day. eileen franklin?s memories were terrifying beyond imagining... but were they true beyond a reasonable doubt?",17
hs46,TV Show,Demon Slayer Kimetsu No Yaiba,,,Japan,2021-10-10,2019,TV-14,2,Season,"Action, Adventure, Anime","it is the taisho period in japan. tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. to make matters worse, his younger sister nezuko, the sole survivor, has been transformed into a demon herself. though devastated by this grim reality, tanjiro resolves to become a ""demon slayer"" so that he can turn his sister back into a human, and kill the demon that massacred his family. a sorrowful tale of siblings in which the fates of humans and demons intertwine... begins now!",15
hs47,Movie,G.I. Joe: Retaliation,,,,2021-10-10,2013,PG-13,105,min,"Action, Adventure",the greatest american heroes are back to face cobra in a new adventure.,59
hs48,Movie,Rogue Hostage,,,,2021-10-10,2021,G,94,min,"Action, Thriller",child protective services officer and former marine kyle snowden must save an immigrant child from a dangerous criminal who has trapped them and other hostages inside a neighborhood store owned by kyle’s controversial stepfather congressman sam nelson.,48
hs49,TV Show,Roots Less Traveled,,,,2021-10-10,2020,TV-G,1,Season,Reality,"pairs of family members, often from different generations, set out on adventures to solve mysteries from their family trees and grow closer as they gain wisdom not only about themselves, but also about how their past has helped shape their present.",53
hs50,TV Show,Shark Tank,,,United States,2021-10-09,2009,TV-PG,12,Season,Reality,"from executive producer mark burnett comes an inventive new reality series you can sink your teeth into. budding entrepreneurs with big ideas can still make their dreams come true and abc is about to give them the chance to make it happen. each week a group of self-made millionaires from all corners of the business world take their own hard earned money and offer everyday people their one true shot at making their dreams a reality. some will sink, some will swim and some will be eaten alive.",19
hs51,Movie,Yashahime: Princess Half-Demon,,,Japan,2021-10-09,2020,2 Seasons,,,Anime,"long-lost twins towa and setsuna reunite after ten years to discover that they are the half-demon daughters of the great demon sesshomaru. joined by moroha, the daughter of inuyasha, the three set out on a journey to regain their missing past.",74
hs52,TV Show,General Hospital,,,United States,2021-10-08,1963,TV-14,1,Season,Drama,"the wealthy quartermaine family continues to be a looming presence in the town of port charles, with interests in much of the city's business. characters come and go, but viewers can always count on at least one quartermaine or spencer to create havoc.",28
hs53,Movie,Jacinta,,,,2021-10-08,2021,TV-MA,105,min,Documentaries,"an intimate portrait of mothers and daughters and the effects of trauma, jacinta follows a young woman in and out of prison as she attempts to break free from an inherited cycle of addiction, incarceration, and crime.",59
hs54,TV Show,ABC News Live Prime with Linsey Davis,,,,2021-10-07,2021,G,1,Season,News,your primetime news source for context and analysis of the day’s top stories. in-depth reporting and storytelling from across the country and around the world – hosted by linsey davis.,96
hs55,TV Show,Baker's Dozen,,,,2021-10-07,2021,G,1,Season,"Cooking & Food, Lifestyle & Culture, Reality","passionate amateur bakers will go head-to-head with seasoned professionals in each episode of “baker’s dozen”. join hosts tamera mowry-housley (emmy-award winning host of ""the real,"" fox’s “the masked singer” and hallmark’s “christmas comes twice”) and bill yosses (author and former white house pastry chef) for this fast-paced competition series that will determine the best baker of all! which of the 13 bakers has what it takes to create the next viral baking sensation, win the golden rolling pin and take home the cash prize?",8
hs56,Movie,FIFA World Cup 2022 Qualifying,,,,2021-10-07,2019,G,,,Sports,match coverage from the qualifiers for the fifa 2022 world cup.,19
hs57,Movie,BELLATOR MMA 257: Nemkov vs. Davis 2 (R),,,,2021-10-06,2021,G,,,Sports,"bellator champ vadim nemkov, phil davis, corey anderson in action. replay",99
hs58,Movie,BELLATOR MMA: Davis vs. Nemkov,,,,2021-10-06,2018,G,,,Sports,former bellator mma champion phil davis faces russia's vadim nemkov.,47
hs59,TV Show,Castle,,,,2021-10-06,2009,TV-14,8,Season,"Comedy, Crime, Drama","rick castle, a famous crime novelist and rockstar of the literary world who finds inspiration for a new character from an unlikely source - the smart, beautiful, no-nonsense det. kate beckett - whether she likes it or not. his fame gives him an all-access pass to her cases and he's working her last nerve. but somehow, together, they're the perfect partners in crime.",67
hs60,Movie,The Hills Presents: Speidi's Wedding Unveiled,,,,2021-10-05,2009,TV-PG,,,"Reality, Teen","the new mr. and mrs. pratt present candid interviews with the cast of hills, exclusive footage you never saw on the show, a glimpse at the media frenzy surrounding the wedding of the year, and an interview with kristin cavallari",16
hs61,TV Show,America's Funniest Home Videos,,,United States,2021-10-04,1981,TV-PG,2,Season,"Comedy, Family","from practical jokes to home improvement plans gone awry, to animal mishaps and just flat out strange behavior, this hilarious show on abc pulls out all the stops to present everyday people caught on tape in their most embarrassing moments!",71
hs62,Movie,Maggie's Plan,,,,2021-10-04,2015,R,99,min,"Comedy, Drama, Romance","a young woman (gerwig) set on having a child, catapults herself into a love triangle with an academic (hawke) & his eccentric wife (moore).",72
hs63,TV Show,The Bradshaw Bunch,,,,2021-10-04,2020,TV-PG,1,Season,Reality,"legendary quarterback and television-broadcast icon terry bradshaw gives us an intimate look at life in the off-season. as husband, father and “papi” to the bradshaw bunch, we see a side of terry bradshaw you’ve never seen before",31
hs64,Movie,The Program,,,,2021-10-04,1993,R,112,min,"Action, Adventure, Drama",an action-packed story about a group of top 10 college football athletes.,59
hs65,Movie,Unfaithful,,,,2021-10-04,2002,R,124,min,"Drama, Romance, Thriller",diane lane earned a 2002 best actress oscar(r) nomination for her role as a housewife who gets blown into a whirlwind affair.,28
hs66,Movie,Finding Your Feet,,,United Kingdom,2021-10-03,2017,PG-13,112,min,"Comedy, Drama, Romance","on the eve of retirement, a middle-class snob discovers her husband has been having an affair, and is forced to live with her bohemian sister on an impoverished inner-city estate.",67
hs67,Movie,Pacific Airshow,,,,2021-10-03,2021,G,,,Documentaries,"pacific airshow is not just an airshow. it’s a global spectacle-scale event that celebrates the love, patriotism and awe-inspiring feats of aviation with the enticing thrill of sports, entertainment, art and technology - backed by southern california’s most iconic beachfront destination. this year’s pacific airshow will be headlined by the u.s. navy blue angels celebrating their 75th anniversary tour and flying their new f/a-18 super hornets. the blue angels will be joined by the canadian forces snowbirds celebrating their 50th anniversary season, the u.s. air force f-35a lightning ii demo team led by major kristin “beo” wolfe, u.s. navy growler legacy flight demonstration team featuring two ea-18gs, a variant of the f/a-18 f super hornet, the u.s. marine corps mv-22 osprey demo team, the u.s. army golden knights parachute demonstration team, world-class civilian aerobatic performers and many more.",77
hs68,TV Show,Saturday Night Live,,,United States,2021-10-03,1975,TV-14,23,Season,"Comedy, Late Night, Sketch Comedy",nbc in association with broadway video enterprises bring you the landmark sketch comedy series.,8
hs69,Movie,College Swimming & Diving,,,,2021-10-02,2005,G,,,Sports,action from college swimming & diving events.,13
hs70,Movie,Men's College Hockey,,,,2021-10-02,2000,G,,,Sports,action from ncaa men's college hockey.,81
hs71,TV Show,The Most Magical Story On Earth: 50 Years of Walt Disney World,,,,2021-10-02,2021,TV-PG,1,Season,News,"whoopi goldberg hosts a historical journey spanning half a century and beyond at walt disney world, featuring spectacular visuals, musical performances from christina aguilera and halle bailey, and interviews with iconic actors and athletes.",86
hs72,Movie,A.I.: Artificial Intelligence,,,,2021-10-01,2001,PG-13,145,min,"Adventure, Drama, Science Fiction","in a future world of scientific advances, humans share their lives with sophisticated companion robots. but when an advanced prototype robot child is programmed to show unconditional love, his human family isn't prepared for it.",81
hs73,Movie,Air Force One,,,,2021-10-01,1997,R,125,min,"Action, Adventure, Horror",harrison ford and gary oldman star in wolfgang petersen's thriller about the hijacking of air force one with the first family on board.,12
hs74,Movie,Ali,,,,2021-10-01,2001,R,157,min,"Black Stories, Drama, History","a pivotal decade in the life of heavyweight boxing legend muhammad ali - his rise to the top of the sport, his refusal to go to vietnam, and his comeback fights with foreman and frazier.",20
hs75,TV Show,Asylum,,,,2021-10-01,2021,G,1,Season,Documentaries,"asylum is an intimate look at the dreams, prayers, and realities of two fathers seeking refuge in the u.s. – revealing that, after the harrowing roads that brought them to the country of their dreams, asylum is often elusive.",75
hs76,TV Show,Big Sky,,,United States,2021-10-01,2020,TV-14,2,Season,"Crime, Drama","storyteller david e. kelly (""big little lies"") presents a series about private detectives cassie dewell and cody hoyt, who join forces with cody's estranged wife and ex-cop, jenny hoyt, to search for two sisters who have been kidnapped by a truck driver on a remote highway in montana. when they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the killer before another woman is taken. based on the series of books by c.j. box, the series stars katheryn winnick, kylie bunbury and ryan phillippe.",65
hs77,TV Show,Bite Size Halloween,,,,2021-10-01,2020,G,2,Season,Horror,a series of stand-alone horror shorts ranging from the terrifying to the ridiculous.,91
hs78,Movie,Blippi's Spooky Spell Halloween,,,,2021-10-01,2021,TV-Y,41,min,Kids,"get ready for a spooky halloween with blippi! learn all about fun halloween decorations, visit a candy store for the best sweet and spooky treats, learn how to make a jack-o-lantern, and so much more.",89
hs79,Movie,Boxcar Bertha,,,,2021-10-01,1972,R,89,min,"Crime, Drama","set in the depression era of the 1930s, a young woman and three men rob trains and plan a kidnapping. the men are caught and the young woman becomes a prostitute. based on ""sister of the road"" by boxcar bertha thomson.",59
hs80,TV Show,Cake,,,United States,2021-10-01,2019,TV-MA,5,Season,Comedy,"""cake"" is a handcrafted assortment of bite-sized content served up to viewers as a tasty treat for the mind. featuring a diverse array of narratives from storytellers both new and established with eclectic points of view, the carefully curated half-hour showcase features both live-action and animated comedy programs of varied length that are equal parts thought-provoking, laugh-inducing, artistic, authentic and raw (not to mention, totally gif-able). there's something for everyone and plenty to go around.",11
hs81,Movie,Cedar Rapids,,,,2021-10-01,2011,R,87,min,Comedy,"a weekend insurance convention proves to be a hotbed of sex, booze and buffoonery for a naive young man in this comedy.",4
hs82,Movie,Chasing Papi,,,,2021-10-01,2003,PG,80,min,"Comedy, Drama, Romance",a latino casanova courts three hispanic women in three different cities...until they find out about one another in this comedy.,75
hs83,Movie,Class,,,,2021-10-01,1983,R,99,min,"Comedy, Drama","complications arise when a lucky, lustful prep school teen gets a chance to lose his innocence to an older woman.",25
hs84,Movie,Clifford,,,,2021-10-01,1994,PG,90,min,"Comedy, Family, Kids",martin short is hilarious as a bratty 10-year-old kid who wreaks havoc while visiting his hapless uncle charles grodin in this comedy.,24
hs85,Movie,Clockstoppers,,,,2021-10-01,2002,PG,94,min,"Action, Adventure, Comedy",high-school teen jesse bradford tries out his scientist dad's new invention: a watch that can freeze time.,91
hs86,Movie,Code 46,,,,2021-10-01,2004,R,93,min,"Drama, Romance, Science Fiction",tim robbins is an investigator in a dystopian future whose attraction to a mysterious woman lands him on the wrong side of the law.,87
hs87,Movie,Crimson Tide,,,,2021-10-01,1995,R,116,min,"Drama, Horror, Thriller",gene hackman and denzel washington star as a submarine commander and his top lieutenant who wind up in a standoff during a nuclear crisis.,67
hs88,Movie,Date Night Extended Version,,,,2021-10-01,2010,PG-13,102,min,"Action, Adventure, Comedy",steve carell and tina fey are a couple whose wild night out injects some much-needed spark – and some serious danger – into their marriage.,33
hs89,Movie,Dead of Winter,,,,2021-10-01,1987,R,101,min,"Horror, Thriller",an out-of-work actress is lured to an isolated house for an audition that takes a horrifying twist in this horror thriller.,25
hs90,Movie,Diary of a Wimpy Kid: Rodrick Rules,,,,2021-10-01,2011,PG,100,min,"Comedy, Family, Kids",young underdog greg heffley is back for torment at the hands of his brother rodrick and more in this second hilarious flick in the series.,10
hs91,Movie,"Double, Double, Toil and Trouble",,,,2021-10-01,1993,G,97,min,"Adventure, Family, Kids","determined twins (mary-kate olsen, ashley olsen) try to trick an evil aunt (cloris leachman) out of a magic moonstone and save their family home.",52
hs92,Movie,Dr. No,,,United Kingdom,2021-10-01,1962,PG,110,min,"Action, Adventure","on a mission in jamaica, ultra-suave agent 007 finds mad scientist dr. no concocting a plot to derail the u.s. space program and take over the world.",28
hs93,Movie,Edge of the World,,,,2021-10-01,2021,G,104,min,"Adventure, Drama, History","the true story of british adventurer sir james brooke, who fought pirates, slavers and headhunters to rule a jungle kingdom larger than england in 1840's borneo.",92
hs94,Movie,Escape from Alcatraz,,,United States,2021-10-01,1979,PG,112,min,"Action, Crime, Drama",based on true events! a hardened convict engineers an elaborate plan to escape infamous alcatraz prison - a feat nobody had successfully accomplished before. directed by don siegel (dirty harry).,31
hs95,Movie,Exorcist: The Beginning,,,,2021-10-01,2004,R,113,min,Horror,prequel. exorcist: the beginning traces the story of father merrin back to his first encounter with the devil during his missionary work in africa.,85
hs96,Movie,Flatliners,,,,2021-10-01,1990,R,114,min,"Drama, Horror, Science Fiction","julia roberts, kiefer sutherland and kevin bacon star in this ""edge of your seat"" thriller as medical students who push themselves to the boundaries of life itself and touch the face of death. this offbeat drama is directed by joel schumacher.",95
hs97,Movie,From Russia With Love,,,United Kingdom,2021-10-01,1964,PG,115,min,"Action, Adventure, Classics",bond is back and he's paying the price for his previous adventure when spectre lured him into a deadly trap to avenge the death of dr. no. will bond's mission to find a russian coding machine be his last?,78
hs98,Movie,GoldenEye,,,"United Kingdom, United States",2021-10-01,1995,PG-13,130,min,"Action, Adventure, Thriller","bond is thrown right into the action before the title song with an eye-opening cliff dive onto a plane. sporting his signature debonair attitude and pricey gadgets, bond investigates the destruction of a russian satellite base.",5
hs99,Movie,Goldfinger,,,United Kingdom,2021-10-01,1965,PG,110,min,"Action, Adventure, Classics","007 is pitted against auric goldfinger, who plots to render the gold supply at fort knox worthless with radioactivity, thereby increasing tenfold the value of his own gold supply to make him the richest, most powerful man on earth.",92
hs100,Movie,Happy Feet,,,,2021-10-01,2006,TV-PG,101,min,"Action, Adventure, Comedy",an emperor penguin expresses himself through tap-dancing.,41
hs101,Movie,Happy Feet Two,,,,2021-10-01,2011,PG,100,min,"Adventure, Comedy, Family",tap-dancing penguin mumble is now a daddy...and he's got an equally unique (and talented) son to help in this fun-filled family sequel.,61
hs102,Movie,House of Games,,,,2021-10-01,1987,R,102,min,Thriller,"an uptight female psychiatrist (and best-selling author) attempts to intercede with a con man on behalf of one of her patients, a compulsive gambler who owes him several thousand dollars.",20
hs103,Movie,Intersection,,,,2021-10-01,1994,R,99,min,"Drama, Romance","in the wake of a terrible car wreck, award-winning architect vincent eastman sees his life in flashbacks, recalling his separation from his beautiful but aloof wife and his affair with a joyful and passionate journalist.",96
hs104,Movie,License to Kill,,,"United Kingdom, Mexico, United States",2021-10-01,1989,PG-13,133,min,"Action, Adventure","this 16th james bond outing finds agent 007 defying his superiors and operating without his infamous “license to kill” when he takes revenge upon a colombian drug kingpin, after the guy maims bond’s best friend/former cia agent and kills his new bride.",10
hs105,Movie,Light It Up,,,,2021-10-01,1999,R,99,min,"Black Stories, Drama, LGBTQ+","the topical story of a group of high school students who form a protest when they become fed up with their school's poor conditions. after a shot is accidentally fired and a police officer is wounded, the resulting stand-off results in a media frenzy that pits the dirt-digging media against the well-intentioned students.",88
hs106,Movie,Lost In Space,,,United States,2021-10-01,1998,PG-13,130,min,"Action, Adventure, Science Fiction","a family of space colonists, their pilot and a diabolical stowaway scientist become hopelessly lost beyond the galaxy when their mission is sabotaged.",59
hs107,Movie,Mad Max,,,,2021-10-01,1979,R,93,min,"Action, Adventure, Science Fiction",a chilling drama that combines a futuristic plot with high speed car and motorcycle action. a strange apocalyptic death game between nomadic bikers and a handful of cops.,69
hs108,Movie,Madhouse,,,,2021-10-01,2004,G,91,min,"Horror, Thriller","when a staff nurse is murdered at a notorious insane asylum, clark stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients.",30
hs109,Movie,Maze,,,"Ireland, United Kingdom, Germany, Sweden",2021-10-01,2017,93 min,,,"Action, Adventure, Crime","based on the incredible true story of the 1983 mass break-out of 38 ira prisoners from the hmp maze high security prison, one prisoner engineers the largest european prison escape since world war ii.",14
hs110,Movie,My Best Friend's Wedding,,,United States,2021-10-01,1997,PG-13,105,min,"Comedy, Romance","when a successful food critic learns that her former boyfriend/best friend is getting married, she stops at nothing to clench her own happiness. stars julia roberts, dermot mulroney and cameron diaz.",58
hs111,Movie,Peeples,,,,2021-10-01,2013,PG-13,95,min,"Comedy, Romance",sparks fly when wade walker (craig robinson) crashes the preppy peeples annual reunion in the hamptons to ask for their precious daughter grace's (kerry washington) hand in marriage,6
hs112,Movie,Queen of the Damned,,,,2021-10-01,2002,R,101,min,Horror,"after a decades-long slumber, the vampire lestat becomes a rock star whose music awakens the queen of all vampires, akasha, who embarks on a mission to make lestat her king.",33
hs113,Movie,Racing With the Moon,,,,2021-10-01,1984,PG,108,min,"Comedy, Drama, Romance","on the brink of adulthood in small-town northern california, teens henry and nicky try to have a last hurrah before joining the marines, who are off fighting in world war ii. soon the two youngsters find themselves in a grown-up world all too quickly.",45
