id,type,title,director,cast,country,date_added,release_year,rating,duration_int,duration_type,listed_in,description,score
as1,Movie,The Grand Seduction,Don McKellar,"Brendan Gleeson, Taylor Kitsch, Gordon Pinsent",Canada,2021-03-30,2014,G,113,min,"Comedy, Drama","a small fishing village must procure a local doctor to secure a lucrative business contract. when unlikely candidate and big city doctor paul lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. as the doctor's time in the village winds to a close, acting mayor murray french has no choice but to pull out all the stops.",99
as2,Movie,Take Care Good Night,Girish Joshi,"Mahesh Manjrekar, Abhay Mahajan, Sachin Khedekar",India,2021-03-30,2018,13+,110,min,"Drama, International",a metro family decides to fight a cyber criminal threatening their stability and pride.,37
as3,Movie,Secrets of Deception,Josh Webber,"Tom Sizemore, Lorenzo Lamas, Robert LaSardo, Richard Jones, Yancey Arias, Noel Gugliemi",United States,2021-03-30,2017,G,74,min,"Action, Drama, Suspense",after a man discovers his wife is cheating on him with a neighborhood kid he goes down a furious path of self-destruction,20
as4,Movie,Pink: Staying True,Sonia Anderson,"Interviews with: Pink, Adele, Beyoncé, Britney Spears, Christina Aguilera, more!",United States,2021-03-30,2014,G,69,min,Documentary,"pink breaks the mold once again, bringing her career to a new level in 2013 with a world tour that entertains unlike ever before! get inside access to ""the girl who got the party started"" with exclusive interviews and rare live performances.",27
as5,Movie,Monster Maker,Giles Foster,"Harry Dean Stanton, Kieran O'Brien, George Costigan, Amanda Dickinson, Alison Steadman, Grant Bardsley, Bill Moody, Matthew Scurfield",United Kingdom,2021-03-30,1989,G,45,min,"Drama, Fantasy","teenage matt banting wants to work with a famous but eccentric creature/special effects man named chancey bellows. he gets more than he bargained for when one of the creatures, the giant dragon-like ultragorgon, takes matt under his wing. matt is forced to confront his inner monsters while working out his issues with his father.",75
as6,Movie,Living With Dinosaurs,Paul Weiland,"Gregory Chisholm, Juliet Stevenson, Brian Henson, Michael Maloney",United Kingdom,2021-03-30,1989,G,52,min,"Fantasy, Kids","the story unfolds in a an english seaside town, where dom, an only child, faces the imminent arrival of a new sibling, and subsequently diminished attention from his mother. a stuffed toy dinosaur named dog is dom's only confidant – dom relies on his friend heavily for support as he confronts his problems, accepts the changes in his life, and understands the love he has for his parents.",74
as7,Movie,Hired Gun,Fran Strine,"Alice Cooper, Liberty DeVitto, Ray Parker Jr., David Foster, Jason Hook, Steve Vai, Phil X, Rudy Sarzo, Jay Graydon, Rob Zombie, Kenny Aronoff, Steve Lukather, Justin Derrico, Eva Gardner, John 5, Eric Singer, Derek St. Holmes, Paul Bushnell, Jason Newsted, Glen Sobel, Nita Strauss, Chris Johnson",United States,2021-03-30,2017,G,98,min,"Documentary, Special Interest","they are the ""first call, a-list"" musicians, just 20 feet from stardom, yet rarely receive credit for their work. the 'hired gun' community lives and breathes music, and for the first time, share their incredible stories detailing the highs and lows of touring life, the demands of session schedules, and the dedication required to play next to some of the world's most iconic musicians.",50
as8,Movie,Grease Live!,"Thomas Kail, Alex Rudzinski","Julianne Hough, Aaron Tveit, Vanessa Hudgens, Keke Palmer, Carly Rae Jepson, Mario Lopez, Carlos PenaVega, Kether Donohue, Jordan Fisher, David Del Rio, Andrew Call, Wendell Pierce, Boyz II Men, Jessie J, Ana Gasteyer, Didi Conn",United States,2021-03-30,2016,G,131,min,Comedy,"this honest, uncompromising comedy chronicles the war stories and sexual misadventures of a tight circle of lovers and friends fighting to get their acts together, for better or worse.",84
as9,Movie,Global Meltdown,Daniel Gilboy,"Michael Paré, Leanne Khol Young, Patrick J. MacEachern",Canada,2021-03-30,2017,G,87,min,"Action, Science Fiction, Suspense",a helicopter pilot and an environmental scientist lead a exodus of survivors in a search for a safe haven after a catastrophic tectonic event causes the crust of the earth to break apart.,46
as10,Movie,David's Mother,Robert Allan Ackerman,"Kirstie Alley, Sam Waterston, Stockard Channing",United States,2021-04-01,1994,G,92,min,Drama,"sally goodson is a devoted mother to her autistic son david. abandoned by her husband, sally has managed to keep her son out of ""the system"", until a social worker comes along.",70
as11,Movie,Forest Fairies,Justin G. Dyck,"Emily Wilder, Adrian Cowan, Gary Mckenzie, Jeremy Ninaber, Brenda Somers, Brian Carleton, Lora Burke, Winny Clarke, Mercedes Morris, Rebecca Perry, Emily Agard, Graham Gauthier",Canada,2021-04-04,2016,G,88,min,"Adventure, Kids",amanda stumbles upon a hidden village of fairies in the forest. they help her thwart a scheming land developer's plan to trick her mother into selling the family inn.,18
as12,Movie,Take Care,Liz Tuccillo,"Leslie Bibb, Kevin Curtis, Nadia Dajani",United States,2021-04-10,2014,G,93,min,Comedy,"when a car crash leaves frannie immobilized, she is brushed off by everyone she can count on. with nowhere else to turn, frannie reluctantly calls her ex, devon, for help. it isn't long before old wounds emerge and are made worse when devon's crazy new girlfriend shows up.",44
as13,Movie,The Night Eats The World,Dominique Rocher,"Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz, David Kammenos",France,2021-04-17,2018,G,94,min,"Horror, Suspense","after waking up in an apartment the night after a raging party, sam comes face to face with his new reality, an army of zombies have invaded the streets of paris and he is the lone survivor. petrified with fear, he barricades himself inside the building to survive. he wonders how long can he last in silence and solitude, and the answer comes when he learns that he's not all alone after all.",35
as14,Movie,Resilencia,Jep Barcelona,"Rafinha Alcantara, Marc-André Ter Stegen, Sergi Roberto, Dr. Ramón Cugat, Mazinho, Xavi Arruebo, Celia Ferreira Da Silva, Ángel Lapuebla, Javier Enríquez, Thiago Alcantara, Valeria Alcantara",Spain,2021-04-24,2020,G,46,min,"Documentary, Sports","the documentary follows the midfielder’s everyday life for six months. it’s a sincere portrayal by rafinha himself, who opened his home for the cameras to film every moment, even allowing them into the operating room.",6
as15,Movie,Elon Musk: The Real Life Iron Man,Sonia Anderson,"Elon Musk, Per Wimmer, Julie Anderson-Ankenbrandt, Cary Cooper",United Kingdom,2021-05-02,2018,G,74,min,Documentary,"discover the meteoric rise of elon musk, the man who is transforming the way we think about travel technology through electric cars, the hyperloop, and revolutionary ideas on how we live through artificial intelligence and colonizing mars.",87
as16,Movie,Summer '03,Becca Gleason,"Joey King, Jack Kilmer, Andrea Savage, Paul Scheer, June Squibb, Erin Darke, Stephen Ruffin, Kelly Lamor Wilson, Logan Medina, Travis James, Bill Eudaly, Elise DuQuette",United States,2021-06-03,2019,G,96,min,"Comedy, Drama","summer '03 is the hilarious story of 16-year-old jamie and her family, who are shocked after her calculating grandmother unveils an array of family secrets on her deathbed, one involving religion, the other of a more personal nature. jamie is left to navigate her own love life and her closest friendships in the midst of this family crisis, and one of the most memorable summers of her life.",43
as17,Movie,Zoombies,Glenn Miller,"Marcus Anderson, Kaiwi Lyman, Andrew Asper",,,2016,13+,87,min,"Horror, Science Fiction","when a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city.",92
as18,TV Show,Zoo Babies,,Narrator - Gillian Barlett,,,2008,ALL,1,Season,"Kids, Special Interest","a heart warming and inspiring series that welcomes the arrival of new members of the animal kingdom in zoo's around the world, as well as showcasing endangered species being born in captivity, 'zoo babies' is perfect family viewing packaged with fun, colourful graphics designed to capture the attention of little ones.",30
as19,TV Show,Zoë Coombs Marr: Bossy Bottom,,Zoë Coombs Marr,,,2020,18+,1,Season,"Comedy, Talk Show and Variety","zoë coombs marr has been on hiatus. sort of. for six years, she won stacks of awards and acclaim as a hack comic with a neckbeard called dave. whatever. she’s scraped off the neckbeard and is baaaack… as herself. there is no comedian quite like zoë. bossy bottom is a joyously silly return to very serious stand up from the micf most outstanding show winner and edinburgh best show nominee.",49
as20,Movie,Zoe,Drake Doremus,"Ewan McGregor, Léa Seydoux, Theo James, Miranda Otto, Rashida Jones, Christina Aguilera, Matthew Gray Gubler, Anthony Shim",,,2018,R,104,min,Science Fiction,"zoe tells a tale of forbidden love between an engineer and a robot. zoe (léa seydoux) and cole (ewan mcgregor) are colleagues and veiled lovers at a lab working to perfect romantic relationships. but their relationship is threatened when zoe discovers the truth about their relationship, sending them into a spiral of confusion, betrayal and the most intense of human emotions, love.",24
as21,TV Show,Zoboomafoo,,,,,2001,TV-Y,1,Season,Kids,chris and martin kratt bring their enthusiasm for animals to the pre-school set.,15
as22,TV Show,Zo Zo Zombie: Mini-Series,,"Alex Cazares, Ben Diskin, Cristina Vee, Erika Ishii",,,2020,TV-Y7,1,Season,"Action, Anime, Comedy","zo zo zombie is our undead hero who, with his best [human] friend isamu, is just trying to do some good in this world but somehow always ends up in pieces. literally.",3
as23,Movie,Zis Boom Bah,William Nigh,"Grace Hayes, Mary Healy",,,1941,NR,62,min,"Arts, Entertainment, and Culture, Comedy, Drama","""hey, kids, let's get together and put on a show!"" that's the idea behind this raucous spoof about a vaudeville performer who goes to college to spy on her bratty son.",75
as24,TV Show,ZeroZeroZero,,"ANDREA RISEBOROUGH, HAROLD TORRES, CLAUDIA PINEDA, TCHEKY KARYO, GIUSEPPE DE DOMENICO, GABRIEL BYRNE, DANE DEHAAN, ADRIANO CHIARAMIDA",Italy,,2020,18+,1,Season,TV Shows,"zerozerozero series follows the journey of a cocaine shipment, from the moment a powerful cartel of italian criminals decides to buy it until the cargo is delivered and paid for, passing through its packaging in mexico and shipment across the atlantic ocean.",65
as25,Movie,Zandalee,Sam Pillsbury,"Nicolas Cage, Judge Reinhold, Erika Anderson, Joe Pantoliano, Viveca Lindfors, Aaron Neville, Steve Buscemi, Ian Abercrombie, Marisa Tomei, Jo-El Sonnier, Newell Alexander, Blaise Delacroix, Eliott Keener, Richard Greenberg, John Cutler, Thomas Iain",,,1991,R,94,min,Drama,"zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. when their passions grow wild, it proves to be too hot for any of them to handle.",42
as26,Movie,Zambezi: Force of Life,Dr. Rudolf Lammers,,,,2005,ALL,50,min,Documentary,"the zambezi river is the fourth-longest river in africa, flowing from the heart of zambia all the way to the indian ocean. along the way, we discover the breathtaking wildlife that call the river home, including hippos and crocodiles. as we follow the course of this infamous river, even more diverse wildlife is revealed along its shores. with danger at every turn, this is zambezi!",23
as27,TV Show,Zahara: The Return,,"Natasha Heschélle, Curtis Morgan, Hannah Scott, Dennis Nimoh, Christine Nguyen",,,2020,16+,1,Season,TV Shows,"the story explores the history of slavery and racism, and the tensions between a white supernatural world and a supernatural world of colour as an ancient black druid rekindles her forbidden love with the son of her former master.",93
as28,TV Show,Z: The Beginning of Everything,,"Christina Ricci  , David Hoflin",United States,,2017,18+,1,Season,"Comedy, Drama","""z: the beginning of everything"" tells the story of zelda sayre fitzgerald, the brilliant, beautiful southern belle who became the original flapper and icon of the wild, flamboyant jazz age.",3
as29,TV Show,Yu-Gi-Oh! Zexal,,"Eli Jay, Marc Thompson, Sean Schemmel, Eileen Stevens",,,2015,TV-Y7,3,Season,"Animation, Anime, Fantasy","it's time to feel the flow as yu-gi-oh! zexal blasts off into awesome new adventures! seven legendary number cards are hidden throughout the cosmos, each holding a key to unlocking the ultimate power of the universe. yuma and astral must find them before the evil barians do for whoever wields this force can use it to save the galaxy or destroy it!",50
as30,TV Show,Yu-Gi-Oh! ARC-V,,"Michael Liscio Jr., Emily Bauer",,,2018,TV-Y7,3,Season,"Action, Adventure, Animation",get set to swing into action as yu-gi-oh! arc-v takes its final bow!,58
as31,TV Show,Yu-Gi-Oh! 5D's,,"Gregory Abbey, Bella Hudson, Ed Paul",,,2011,TV-Y7,2,Season,"Anime, Kids","with the defeat of director goodwin and the dark signers, new domino city's barriers have been torn down. city and satellite are now one - united in the hope of building a brighter tomorrow. yet in this time of renaissance and rebuilding, a new enemy emerges, and yusei and his friends must rev it up in order to save the world – one duel at a time.",56
as32,TV Show,Your Bleeped Up Brain,,"Dobrokhotova Ekaterina, Mike New",,,2013,TV-PG,1,Season,TV Shows,"see what an alien abduction reveals about your memory, learn how a seance in the white house holds the key to superstition, uncover a conspiracy theory about the moon landing.",96
as33,Movie,Young Lovers,Ida Lupino,"Sally Forrest, Keefe Brasselle, Hugh O'Brian, Eve Miller, Lawrence Dobkin, Rita Lupino",,,1949,18+,86,min,Drama,"talented and beautiful carol williams (forrest) is devastated when she learns she has contracted polio and becomes crippled by the disease. the depressed and embittered young woman breaks her engagement to her dance partner and choreographer, guy richards (brasselle), but he is determined to stay by her side. preferring to be alone in her misery, carol slowly learns to allow others to help her and share in her grief. she is finally able to bring herself to participate in and go on with her new life.",61
as34,Movie,Young Love (at the Sun Factory),,,,,2007,NR,36,min,Music Videos and Concerts,"young love celebrates the release of ""too young to fight it"" with a midnight show inside an old factory building.",83
as35,Movie,Young Love (at Bowery Ballroom),,,,,2007,NR,37,min,Music Videos and Concerts,"young love returns to baeble's silver screen with a bigger stage, expanded setlist, nicer clothes, and the same blend of rock, dance, and pop.",40
as36,TV Show,Young Lions,,"Alex Dimitriades, Alexandra Davies, Tom Long, Anna Lise Phillips, Katherine Slattery, Penny Cook, Amie Mckenna, Socratis Otto, Anna Torv, John Waters, Maya Stange, Jackson Purtan-Smith, George Anakotta",,,2002,16+,1,Season,"Drama, Suspense",australian police show about two male and two female detective senior constables who solve crimes and deal with personal issues.,87
as37,Movie,You're Not You,George C. Wolfe,"Hilary Swank, Emmy Rossum, Josh Duhamel",,,2015,R,103,min,Drama,a drama centered on a classical pianist who has been diagnosed with als and the brash college student who becomes her caregiver.,49
as38,Movie,"You, Me and Him",Daisy Aitkens,"David Tennant, Lucy Punch, Faye Marsay, Gemma Jones",,,2017,G,98,min,"Comedy, Drama","in you, me and him we meet lesbian couple olivia and alex (lucy punch, faye marsay) who, despite their age difference, are very much in love. but as the question of pregnancy rears its head and their neighbor john (david tennant) befriends them, they both start making some truly disastrous decisions.",68
as39,Movie,Yoga with Sound Meditations,Mark Knight,Ann-Marie Newland,,,2016,ALL,9,min,"Fitness, Special Interest","this session will establish how to prepare for the practice of both mindfulness and meditation. we learn to sit with a correctly aligned spine, to observe, regulate, slow down and control the breath. these in-turn will act upon the mind and begin to still its chatter and noise. performed by anne-marie newland founder of sun power yoga teacher training school and author of ""sun power yoga shala!""",87
as40,Movie,Yoga to Harness Your Chakra Energy,Mark Knight,Caroline Shola Arewa,,,2014,ALL,18,min,"Faith and Spirituality, Special Interest","sharecare windows presents caroline shola arewa who describes the positions, meaning and qualities of energy, as well as the seven main chakras, gently leading you into a guided chakra meditation. chakras are at the heart of the human energy system and understanding the chakra system can positively affect your physical health, emotional stability and spiritual awareness.",90
as41,Movie,Yoga to Ease Flight Anxiety,Mark Knight,Anne-Marie Newland,,,2016,ALL,14,min,"Fitness, Special Interest",reduce the stress of flying by using these simple and affective yoga-based moves to keep the blood flowing around the body. help prevent deep vein thrombosis and allow the heart and the brain to get as much oxygen on board as possible. drink plenty of water and get up and walk-it's really simple and effective.,12
as42,Movie,Yoga to Break Any Habit,Mark Knight,Dr Daniel J Nightingale,,,2014,ALL,20,min,Special Interest,"this session with dr daniel j nightingale is helpful for anyone whose quality of life is diminished by habitual and addictive behavior. discover techniques that can help you break your habit, allowing you to become in control of it, rather than it being in control of you. this session will prove to be beneficial to you any time you wish to listen to it-day or night.",30
as43,TV Show,"Yoga Therapy For Back Pain, Neck Pain & Stress Relief - Lindsey Samper",,Lindsey Samper,,,2018,ALL,1,Season,Fitness,lindsey teaches you how to relieve pain & tension throughout the body. this series includes yoga flow classes and videos that simply teach you the stretches. these gentle classes are perfect even if you've never done yoga.,89
as44,Movie,Yoga Savasana Relaxation,Mark Knight,Anne-Marie Newland,,,2014,ALL,19,min,"Fitness, Special Interest",relax and reduce your stress while you lay down in a comfortable position to listen to this session. yoga relaxation takes the whole body into a deep state of conscious relaxation. during a sleep or dream state the conscious mind is switched off and we have dreams which can result in not sleeping well and then you often wake up feeling exhausted.,44
as45,Movie,Yoga for Relaxation Anywhere,Mark Knight,Anne-Marie Newland,,,2014,ALL,18,min,"Fitness, Special Interest","yoga relaxation takes the whole body into a deep state of conscious relaxation. this means the mind has been afforded the tools needed to switch off its subconscious. during a sleep or dream state, the conscious mind is turned in the off position and as a result we have dreams which may lead to you not sleeping well, waking up often and feeling exhausted.",62
as46,Movie,Yoga for Relaxation and Stress Relief Anywhere,Mark Knight,Anne-Marie Newland,,,2014,ALL,20,min,"Fitness, Special Interest","this session was designed to help you relax and reduce your level of stress with a daily dose of relaxation for the mind and the body. lower your anxiety and increase your coping skills through the use of breathing that regulates the heart rhythm. in these stress relief sessions, the medical profession has evidence that the heart rate can actually drop and thus inducing calm.",55
as47,Movie,Yoga for Relaxation and Stress Relief,Mark Knight,Anne-Marie Newland,,,2014,ALL,20,min,Special Interest,"relax and reduce your stress while you lay down in a comfortable position to listen to this session. it is a scientific fact that an overload of stress at home or work will eventually affect the body, the mind and its health. a daily dose of relaxation for the mind and the body will help stress levels to lower by using the breath to regulate the heartbeat.",73
as48,Movie,Yoga for Mindfulness and Meditation,Mark Knight,Anne-Marie Newland,,,2016,ALL,22,min,"Fitness, Special Interest","we take you through buddhist mindful philosophy, yoga mantra meditation and a guided meditation session for use in your everyday life. focusing on anything in your environment that you find soothing and calming helps you relax and our session gives you the tools to take your practice to new levels. guided by anne-marie newland the founder of sun power yoga and author of sun power yoga shala.",11
as49,Movie,Yoga for Men's Health,Mark Knight,Anne-Marie Newland,,,2016,ALL,60,min,"Fitness, Special Interest","this session helps create confidence with simple technical rules that help develop your physical and mental ability. it is ideal for those who have never tried yoga before as well as for the more advanced. the focus is on areas that are problematic for men, tight hips, thighs, groins, chest and back and increasing oxygen to the prostate gland. guided by anne-marie newland founder of sun power yoga",14
as50,Movie,Yoga for Breath Awareness,Mark Knight,Anne-Marie Newland,,,2016,ALL,6,min,"Fitness, Special Interest","this breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. it is easy to begin this awareness by implementing five simple steps. this is perfect for short everyday relaxation before your exercise practice. classically trained in the art of yoga in india and canada, anne-marie newland presents her own dynamic style of yoga known as sun-power yoga.",2
as51,Movie,Yoga For Beginners,Mark Knight,Anne-Marie Newland,,,2016,ALL,54,min,"Fitness, Special Interest","this session is about the key to yoga - synchronized movement and breathing. enjoying your experience is very important-don't push yourself to hard! this session is suitable for beginners of all levels of fitness and works every part of your body, offering variations for all movements. guided by anne-marie newland of sun power yoga and author of sun power yoga shala.",36
as52,Movie,Yoga for Abdominal Breathing,Mark Knight,Anne-Marie Newland,,,2019,ALL,5,min,Special Interest,"this breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. practice this for at least 5 minutes. if you did this each day you would notice stress levels dropping, sleep improve and your ability to focus as well as feeling a lot calmer!. accompanying video iao valley on maui.",26
as53,Movie,Yellowneck,R. John Hugh,"Lin McCarthy, Stephen Courtleigh, Berry Kroeger, Harold Gordon, Bill Mason",,,1955,18+,84,min,"Action, Military and War, Western","during the u.s. civil war, five deserters (yellownecks) from the confederate army decide to embark on a dangerous mission through the florida everglades to escape to cuba. they have to survive snakes, a florida panther, quicksand, and a hurricane in the swamps, along with local angry indians. only one of the men will survive to make it to the florida coast, but which one? the hurricane scenes involve footage form a real hurricane that hit florida during the shooting of the film.",91
as54,TV Show,Yearly Departed,,"Phoebe Robinson, Rachel Brosnahan, Tiffany Haddish, Patti Harrison, Natasha Leggero, Natasha Rothwell, Sarah Silverman, Ziwe, Christina Aguilera, Sterling K Brown",,,2020,16+,1,Season,"Arts, Entertainment, and Culture, Comedy, Talk Show and Variety","goodbye and good riddance, 2020. in this hilarious, absurd, life-affirming comedy special, seven outspoken female comedians lay to rest the year that never seemed to end. hosted by phoebe robinson (2 dope queens), a lineup of some of the world's funniest women bid farewell to 2020's biggest conceptual casualties, from tv cops to casual sex, giving the year a cathartic sendoff.",3
as55,Movie,Yatra (Telugu),Mahi V Raghav,"Mammootty, Suhasini Maniratnam",,,2019,ALL,126,min,"Drama, International",an indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. yatra is an emotional tribute to the former chief minister of andhra pradesh y. s. rajasekhara reddy.,60
as56,Movie,Yatra (Malayalam),Mahi V Raghav,"Mammootty, Suhasini Maniratnam",,,2019,ALL,125,min,"Drama, International",an indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. yatra is an emotional tribute to the former chief minister of andhra pradesh y. s. rajasekhara reddy.,28
as57,TV Show,Yancy Derringer,,"Jock Mahoney, X Brands, Kevin Hagen, Framces Bergen, Charlene James, Joan Taylor, Charles Bronson, Margaret Hayes, Kelly Thordsen, Particia Blair",,,1959,13+,1,Season,"Action, Western","yancy derringer, an ex-confederate soldier turned gambler, was a suave lady's man in new orleans, louisiana. in reality, he was working for john colton, the civil administrator of the city. yancy's job was to prevent crime and if necessary, arrest the culprits. his constant companion was pahoo-ka-ta-wah a native american who watches yancy's back.",92
as58,TV Show,Xploration Earth 2050,,Chuck Pell,,,2017,ALL,2,Season,"Documentary, Science Fiction","what will the world look like in 2050? where will advancements in science, technology, engineering, and math lead us? host chuck pell takes viewers on a mind bending journey in search of these answers.",14
as59,TV Show,Xiaolin Chronicles,,"Tara Strong, Jennifer Hale, Eric Bauza, David Kaye, Michael Donovan, Cree Summer",,,2015,7+,1,Season,"Adventure, Animation, Kids","newcomer ping pong joins the legendary xiaolin monks: omi, kimiko, raimundo, and clay for fantastical new adventures! leading the dark forces is heylin dragon chase, who vows to revenge against xiaolin. throwing a monkey's wrench into the mix is supervillain wannabe jack spicer. under the tutelage of an evil witch, jack and his robot army are gunning for the shen gong wu for world domination.",51
as60,Movie,Xchange,Allan Moyle,"Stephen Baldwin, Pascale Bussières, Kim Coates, Kyle MacLachlan, Tom Rack",,,2001,R,109,min,"Fantasy, Science Fiction, Suspense",a man learns the danger of a new technology that allows people to transport their minds into a waiting body at their chosen destination when his body is taken over by a terrorist.,18
as61,Movie,X-Ray,Boaz Davidson,"Barbi Benton, Chip Lucia",,,1983,R,89,min,Suspense,"a psychotic killer keeps a young girl trapped inside a hospital, having fixed her x-rays to make it look like she has a terminal illness, and brutally murders everyone she comes in contact with.",7
as62,TV Show,WWII in HD,,"Gary Sinise, Charles Scheffel",,,2009,TV-14,1,Season,Action,"the only people to see the war like this were the ones who fought it. until now...70+ years in the making. the first documentary to show world war ii from the perspective of both sides in full, immersive hd color, wwii in hd uses the diaries of soldiers who fought in the war's biggest battles to create a personal, introspective and detailed look at life on and off the front lines.",51
as63,Movie,Wrangler: Anatomy of an Icon,Jeffrey Schwarz,"Jack Wrangler, Margaret Whiting, Marc Shaiman, Bruce Vilanch, Christine Ebersole, Michael Musto, Chi Chi La Rue, Sharon Mitchell, Jamie Gillis, Candida Royalle, Samantha Fox, Gloria Leonard",,,2008,18+,85,min,"Documentary, LGBTQ","from the dawn of the sexual revolution comes the outrageous and true story of 1970s gay porn icon jack wrangler. jack rose to become a major brand name in adult entertainment, as well as a hero to the newly liberated gay population, only to cross over to straight movies and fall in love with famous vocalist margaret whiting.",67
as64,TV Show,WPC 56,,"WPC Annie Taylor, Charles De'Ath, Olly Rix, James Barriscale, Rachel Leskovac, Liam Jeavons, Mark Healy",,,2015,13+,3,Season,"Drama, Romance, Suspense","the third series of wpc 56 follows wpc annie taylor, one of the first female police constables to serve in england's west midlands in 1956.",12
as65,TV Show,Would I Lie to You?,,"David Mitchell, Lee Mack, Rob Brydon",,,2009,TV-PG,1,Season,"Comedy, Special Interest, Unscripted","on the third season of 'would i lie to you?' there is a new host, rob brydon, who joins regular team captains david mitchell and lee mack david mitchell. together, they have to work out whether their celebrity guests are telling true stories from their weird and wonderful lives, or spinning a tall tale based on a lie given to them by the production team.",98
as66,TV Show,Wotakoi: Love is Hard for Otaku,,"Arisa Date, Kent Ito, Miyuki Sawashiro, Tomokazu Sugita, Yuki Kaji",,,2018,TV-NR,1,Season,TV Shows,"when narumi, an office lady who hides the fact that she is a yaoi fangirl, changes jobs, she is reunited with hirotaka, her childhood friend who is attractive and skilled but is a hardcore gaming otaku. they decide to start dating for now, but being otaku, both of them are awkward so a serious romantic relationship is rather difficult for them...",63
as67,TV Show,World’s Toughest Race: Eco-Challenge Fiji,,Bear Grylls,United States,,2020,13+,1,Season,Unscripted,"66 teams descend upon fiji to compete in the most epic global adventure race ever attempted. bear grylls hosts this 11-day expedition that pushes competitors to their physical and emotional limits. for the veteran teams the goal is to win – but for most, the dream is to finish and prove to themselves and the world, that they can prevail in the world’s toughest race.",9
as68,TV Show,World War II: When Lions Roared,,"Michael Caine, John Lithgow, Bob Hoskins",,,1994,TV-14,1,Season,Drama,"at the tehran and yalta conferences, the strong personalities of three of the world's most powerful leaders threaten their fragile alliance. this riveting historical drama portrays the precarious relationship between franklin d. roosevelt, winston churchill and joseph stalin at the pivotal moments when the final strategies of the war hung in the balance.",46
as69,Movie,World War II: Saving the Reality,Tim Gray,Dan Aykroyd,,,2012,G,56,min,Documentary,"over the course of five decades, kenneth w. rendell amassed the largest and most comprehensive private collection of original world war ii memorabilia in the world. narrated by dan aykroyd, world war ii: saving the reality opens the doors to this private museum. rendell provides a guided tour of the museum's 30 exhibits.",15
as70,TV Show,World War 2 - The Call of Duty: A Complete Timeline,,Liam Dale,,,2020,13+,1,Season,"Documentary, Military and War","track the main events of world war ii with the help of remarkable archive footage and see exactly what happened, and when. learn about pearl harbor, the battle of britain, d-day, the dropping of the atomic bomb and more. from the early battles right through to the complexities of the endgame, this extensive 24 episode series shines a spotlight on a period of history that should never be forgotten.",5
as71,Movie,World Inferno Friendship Society,Baeble Music,,,,2007,NR,40,min,Music Videos and Concerts,the circus comes to town with this performance at the traveling spiegeltent from wolrd inferno friendship society.,52
as72,TV Show,World Food Championships,,Tiffany Derry,,,2014,TV-PG,1,Season,TV Shows,world food championships invites the champions from the biggest and best food competitions around the world into a single high-stakes culinary showdown for hundreds of thousands of dollars.,48
as73,TV Show,WordWorld,,,,,2007,TV-G,1,Season,Kids,the loveable wordfriends take children on adventures in a world of words where they encounter all sorts of situations that can only be solved by building a word!,46
as74,Movie,Words On Bathroom Walls,Thor Freudenthal,"Charlie Plummer, Taylor Russell, Andy Garcia, AnnaSophia Robb, Beth Grant, Devin Bostick, Lobo Sebastian, Molly Parker, Walton Goggins",,,2020,PG-13,111,min,Drama,"diagnosed with a mental illness, a witty, introspective teen falls in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",92
as75,TV Show,WordGirl,,,,,2010,TV-G,1,Season,Kids,wordgirl and her sidekick captain huggy face take down quirky villains in every action-packed episode.,32
as76,TV Show,Wonders of Mexico,,Anthony Mendez,,,2018,TV-G,1,Season,"Documentary, Special Interest","mexico is rich in culture and ablaze with color. discover the hidden underworlds, diversity of life, and a mosaic of vast landscapes that create a festival of life. includes: forests of the maya, mountain worlds, and burning north.",40
as77,Movie,Wonderful Nursery Rhymes with Mia - Little Baby Bum,Cannis Holder,,,,2019,ALL,33,min,Kids,littlebabybum is proud to present a compilation with some of the most popular and educational nursery rhymes with mia!,44
as78,Movie,Wonderful Nursery Rhymes with Jacus - By Little Baby Bum,Cannis Holder,,,,2019,ALL,34,min,Kids,enjoy this educational and fun compilation of classic nursery rhymes with jacus from little baby bum!,51
as79,TV Show,Wonder Balls,,,,,2015,ALL,1,Season,"Animation, Kids","enjoy parades of unique and fun ball characters! wonder balls bring the best performances to the stage. when they meet, they start playing right away. brush ball, sponge ball, water ball, accordion ball, castanets ball, xylophone ball and more join to complete stories of vivacious arts, exciting music and joyful play.",100
as80,Movie,Women of Valor,Buzz Kulik,"Susan Sarandon, Kristy McNichol, Terry O'Quinn",,,1986,16+,95,min,"Action, Drama","susan sarandon and kristy mcnichol star in this powerful drama sent during world war ii, when a group of u.s. army nurses in the philippines are captured and imprisoned by japanese troops.",72
